sa1_code_2016;LRT;subway;rail;bus;ferry;cable_tram;aerial_lift;funicular;trolleybus;monorail
20101100101;0,00000000000000e+00;0;0,00000000000000e+00;7,01243929881519e+01;0;0;0;0;0;0
20101100102;0,00000000000000e+00;0;0,00000000000000e+00;5,43739546396010e+01;0;0;0;0;0;0
20101100105;0,00000000000000e+00;0;0,00000000000000e+00;1,04636497680806e+01;0;0;0;0;0;0
20101100106;0,00000000000000e+00;0;0,00000000000000e+00;6,78352622678493e+01;0;0;0;0;0;0
20101100107;0,00000000000000e+00;0;0,00000000000000e+00;1,42960309270973e+02;0;0;0;0;0;0
20101100108;0,00000000000000e+00;0;0,00000000000000e+00;3,46608711318669e+01;0;0;0;0;0;0
20101100109;0,00000000000000e+00;0;0,00000000000000e+00;1,16442002401264e+02;0;0;0;0;0;0
20101100110;0,00000000000000e+00;0;0,00000000000000e+00;7,44744407391801e+01;0;0;0;0;0;0
20101100111;0,00000000000000e+00;0;0,00000000000000e+00;5,87681284945589e+01;0;0;0;0;0;0
20101100112;0,00000000000000e+00;0;0,00000000000000e+00;6,73524684261265e+01;0;0;0;0;0;0
20101100113;0,00000000000000e+00;0;0,00000000000000e+00;6,25775442023730e+01;0;0;0;0;0;0
20101100114;0,00000000000000e+00;0;0,00000000000000e+00;8,37155602964783e+01;0;0;0;0;0;0
20101100115;0,00000000000000e+00;0;0,00000000000000e+00;6,17929202469201e-01;0;0;0;0;0;0
20101100117;0,00000000000000e+00;0;0,00000000000000e+00;3,05843944148824e+01;0;0;0;0;0;0
20101100118;0,00000000000000e+00;0;0,00000000000000e+00;2,22217044079179e+01;0;0;0;0;0;0
20101100119;0,00000000000000e+00;0;0,00000000000000e+00;1,36641420469648e+00;0;0;0;0;0;0
20101100120;0,00000000000000e+00;0;0,00000000000000e+00;4,15006548261845e+01;0;0;0;0;0;0
20101100121;0,00000000000000e+00;0;0,00000000000000e+00;3,31736604877725e+01;0;0;0;0;0;0
20101100122;0,00000000000000e+00;0;0,00000000000000e+00;4,34704057719060e-01;0;0;0;0;0;0
20101100123;0,00000000000000e+00;0;0,00000000000000e+00;6,02735601684993e+00;0;0;0;0;0;0
20101100124;0,00000000000000e+00;0;0,00000000000000e+00;4,42880420660273e+01;0;0;0;0;0;0
20101100201;0,00000000000000e+00;0;4,84851085131945e-01;3,69902044803558e+01;0;0;0;0;0;0
20101100202;0,00000000000000e+00;0;5,55633605351691e-01;8,21501134469772e+01;0;0;0;0;0;0
20101100203;0,00000000000000e+00;0;1,80982747577792e+01;1,37290117090522e+02;0;0;0;0;0;0
20101100204;0,00000000000000e+00;0;2,16703097647239e+01;1,16804626801536e+02;0;0;0;0;0;0
20101100205;0,00000000000000e+00;0;0,00000000000000e+00;1,17653482758915e+02;0;0;0;0;0;0
20101100206;0,00000000000000e+00;0;0,00000000000000e+00;1,94601629721998e+02;0;0;0;0;0;0
20101100207;0,00000000000000e+00;0;0,00000000000000e+00;2,53464142283191e+02;0;0;0;0;0;0
20101100208;0,00000000000000e+00;0;0,00000000000000e+00;1,81161498592015e+02;0;0;0;0;0;0
20101100209;0,00000000000000e+00;0;2,72103319321638e+00;3,39922526953779e+01;0;0;0;0;0;0
20101100210;0,00000000000000e+00;0;0,00000000000000e+00;4,39581719427218e+01;0;0;0;0;0;0
20101100211;0,00000000000000e+00;0;0,00000000000000e+00;1,37209187187562e+02;0;0;0;0;0;0
20101100212;0,00000000000000e+00;0;0,00000000000000e+00;4,41328582102142e+02;0;0;0;0;0;0
20101100213;0,00000000000000e+00;0;0,00000000000000e+00;5,07064054449395e+02;0;0;0;0;0;0
20101100214;0,00000000000000e+00;0;0,00000000000000e+00;2,67462064691344e+02;0;0;0;0;0;0
20101100215;0,00000000000000e+00;0;0,00000000000000e+00;2,66781349738012e+02;0;0;0;0;0;0
20101100216;0,00000000000000e+00;0;0,00000000000000e+00;1,98166529642615e+01;0;0;0;0;0;0
20101100217;0,00000000000000e+00;0;2,60214882465977e+01;7,62909554794029e+02;0;0;0;0;0;0
20101100218;0,00000000000000e+00;0;1,97894274089358e+00;6,77603626533529e+02;0;0;0;0;0;0
20101100219;0,00000000000000e+00;0;3,19779824270447e+01;8,25544496649125e+02;0;0;0;0;0;0
20101100220;0,00000000000000e+00;0;2,65272916745182e+01;1,60640812873541e+02;0;0;0;0;0;0
20101100221;0,00000000000000e+00;0;1,98326692595579e+01;3,85509161287604e+02;0;0;0;0;0;0
20101100222;0,00000000000000e+00;0;0,00000000000000e+00;1,69214659787788e+02;0;0;0;0;0;0
20101100223;0,00000000000000e+00;0;0,00000000000000e+00;2,00217476670438e+02;0;0;0;0;0;0
20101100224;0,00000000000000e+00;0;0,00000000000000e+00;2,69040846537834e+02;0;0;0;0;0;0
20101100225;0,00000000000000e+00;0;2,11014588283084e+01;1,35282832263728e+02;0;0;0;0;0;0
20101100226;0,00000000000000e+00;0;1,63257863680447e+01;1,02002854632386e+03;0;0;0;0;0;0
20101100227;0,00000000000000e+00;0;0,00000000000000e+00;1,99531364758467e+02;0;0;0;0;0;0
