sa1_code_2021;LRT;subway;rail;bus;ferry;cable_tram;aerial_lift;funicular;trolleybus;monorail
20101100101;0,00000000000000e+00;0;0,00000000000000e+00;1,67442691138045e+02;0;0;0;0;0;0
20101100102;0,00000000000000e+00;0;0,00000000000000e+00;1,86958173798148e+02;0;0;0;0;0;0
20101100105;0,00000000000000e+00;0;0,00000000000000e+00;5,79195815855324e+01;0;0;0;0;0;0
20101100106;0,00000000000000e+00;0;0,00000000000000e+00;1,41783945169021e+02;0;0;0;0;0;0
20101100107;0,00000000000000e+00;0;0,00000000000000e+00;3,26594424550705e+02;0;0;0;0;0;0
20101100108;0,00000000000000e+00;0;0,00000000000000e+00;1,01210887373106e+02;0;0;0;0;0;0
20101100109;0,00000000000000e+00;0;0,00000000000000e+00;2,50397732515386e+02;0;0;0;0;0;0
20101100110;0,00000000000000e+00;0;0,00000000000000e+00;7,55588010874055e+01;0;0;0;0;0;0
20101100111;0,00000000000000e+00;0;0,00000000000000e+00;7,13591148838226e+01;0;0;0;0;0;0
20101100112;0,00000000000000e+00;0;0,00000000000000e+00;9,99395631826146e+01;0;0;0;0;0;0
20101100113;0,00000000000000e+00;0;0,00000000000000e+00;1,25352498821883e+02;0;0;0;0;0;0
20101100114;0,00000000000000e+00;0;0,00000000000000e+00;1,27865268375150e+02;0;0;0;0;0;0
20101100118;0,00000000000000e+00;0;0,00000000000000e+00;6,30229338289043e+00;0;0;0;0;0;0
20101100119;0,00000000000000e+00;0;0,00000000000000e+00;1,54037828127172e+00;0;0;0;0;0;0
20101100120;0,00000000000000e+00;0;0,00000000000000e+00;1,48315779445681e+02;0;0;0;0;0;0
20101100121;0,00000000000000e+00;0;0,00000000000000e+00;1,51691407276260e-01;0;0;0;0;0;0
20101100124;0,00000000000000e+00;0;0,00000000000000e+00;1,00454866191755e+02;0;0;0;0;0;0
20101100125;0,00000000000000e+00;0;0,00000000000000e+00;6,32075042061495e-01;0;0;0;0;0;0
20101100126;0,00000000000000e+00;0;1,16010387498954e-01;3,38690048877073e+01;0;0;0;0;0;0
20101100127;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100128;0,00000000000000e+00;0;0,00000000000000e+00;2,27233384582220e+01;0;0;0;0;0;0
20101100129;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100130;0,00000000000000e+00;0;0,00000000000000e+00;1,03281289194985e+02;0;0;0;0;0;0
20101100131;0,00000000000000e+00;0;0,00000000000000e+00;6,23489070202404e+00;0;0;0;0;0;0
20101100132;0,00000000000000e+00;0;0,00000000000000e+00;7,92668110526847e+00;0;0;0;0;0;0
20101100133;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100134;0,00000000000000e+00;0;0,00000000000000e+00;4,19467852709797e+01;0;0;0;0;0;0
20101100135;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100136;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100137;0,00000000000000e+00;0;0,00000000000000e+00;1,38739531723549e+01;0;0;0;0;0;0
20101100138;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100139;0,00000000000000e+00;0;0,00000000000000e+00;1,28652029721392e+00;0;0;0;0;0;0
20101100140;0,00000000000000e+00;0;0,00000000000000e+00;6,03688131234163e+01;0;0;0;0;0;0
20101100141;0,00000000000000e+00;0;0,00000000000000e+00;3,05910534067273e-01;0;0;0;0;0;0
20101100142;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100201;0,00000000000000e+00;0;7,51216420703384e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100202;0,00000000000000e+00;0;9,02449014966490e-01;6,74810524903960e+01;0;0;0;0;0;0
20101100203;0,00000000000000e+00;0;2,60643481356224e+01;4,62934792097582e+01;0;0;0;0;0;0
20101100204;0,00000000000000e+00;0;2,69999999999994e+01;1,14390932840638e+02;0;0;0;0;0;0
20101100205;0,00000000000000e+00;0;0,00000000000000e+00;9,86319474172080e+01;0;0;0;0;0;0
20101100206;0,00000000000000e+00;0;0,00000000000000e+00;1,01158154890593e+02;0;0;0;0;0;0
20101100207;0,00000000000000e+00;0;0,00000000000000e+00;2,01977765307511e+02;0;0;0;0;0;0
20101100208;0,00000000000000e+00;0;0,00000000000000e+00;1,40509809228552e+02;0;0;0;0;0;0
20101100209;0,00000000000000e+00;0;2,44773410955105e+00;3,39147695776808e+01;0;0;0;0;0;0
20101100210;0,00000000000000e+00;0;0,00000000000000e+00;3,90151831734860e+01;0;0;0;0;0;0
20101100211;0,00000000000000e+00;0;0,00000000000000e+00;7,52092652391939e+01;0;0;0;0;0;0
20101100212;0,00000000000000e+00;0;0,00000000000000e+00;4,44718082646212e+02;0;0;0;0;0;0
20101100213;0,00000000000000e+00;0;0,00000000000000e+00;4,43028505091529e+02;0;0;0;0;0;0
20101100214;0,00000000000000e+00;0;0,00000000000000e+00;2,08470792502280e+02;0;0;0;0;0;0
20101100215;0,00000000000000e+00;0;0,00000000000000e+00;2,40783500443547e+02;0;0;0;0;0;0
20101100216;0,00000000000000e+00;0;0,00000000000000e+00;1,49987644663837e+02;0;0;0;0;0;0
20101100217;0,00000000000000e+00;0;2,93115182144297e+01;6,86851072607471e+02;0;0;0;0;0;0
20101100218;0,00000000000000e+00;0;2,30197152081919e+00;5,80080954213251e+02;0;0;0;0;0;0
20101100219;0,00000000000000e+00;0;3,60470145208733e+01;9,50337430646909e+02;0;0;0;0;0;0
20101100220;0,00000000000000e+00;0;2,97952343552044e+01;1,94426122028370e+02;0;0;0;0;0;0
20101100221;0,00000000000000e+00;0;2,22876647142015e+01;4,20460099188226e+02;0;0;0;0;0;0
20101100222;0,00000000000000e+00;0;0,00000000000000e+00;1,88523214264753e+02;0;0;0;0;0;0
20101100223;0,00000000000000e+00;0;0,00000000000000e+00;2,75465926541829e+02;0;0;0;0;0;0
20101100224;0,00000000000000e+00;0;0,00000000000000e+00;4,71232739152973e+02;0;0;0;0;0;0
20101100225;0,00000000000000e+00;0;1,52240218544463e+01;2,09289658772084e+02;0;0;0;0;0;0
20101100226;0,00000000000000e+00;0;1,84716302112511e+01;9,70584592453699e+02;0;0;0;0;0;0
20101100227;0,00000000000000e+00;0;0,00000000000000e+00;3,20066035326195e+02;0;0;0;0;0;0
20101100228;0,00000000000000e+00;0;0,00000000000000e+00;3,38596668871064e+02;0;0;0;0;0;0
20101100229;0,00000000000000e+00;0;0,00000000000000e+00;4,13489395099529e+02;0;0;0;0;0;0
20101100230;0,00000000000000e+00;0;0,00000000000000e+00;1,33173114434506e+02;0;0;0;0;0;0
20101100231;0,00000000000000e+00;0;0,00000000000000e+00;3,10204461586213e+02;0;0;0;0;0;0
20101100232;0,00000000000000e+00;0;0,00000000000000e+00;3,18323755410413e+02;0;0;0;0;0;0
20101100233;0,00000000000000e+00;0;0,00000000000000e+00;5,48940116078881e+02;0;0;0;0;0;0
20101100234;0,00000000000000e+00;0;2,30381440713879e+01;7,39401418506484e+02;0;0;0;0;0;0
20101100501;0,00000000000000e+00;0;0,00000000000000e+00;8,09407397736821e+01;0;0;0;0;0;0
20101100502;0,00000000000000e+00;0;0,00000000000000e+00;8,65107488967226e+01;0;0;0;0;0;0
20101100504;0,00000000000000e+00;0;0,00000000000000e+00;1,50949558931287e+02;0;0;0;0;0;0
20101100505;0,00000000000000e+00;0;0,00000000000000e+00;9,58928741153637e+01;0;0;0;0;0;0
20101100506;0,00000000000000e+00;0;0,00000000000000e+00;3,55420535446700e+01;0;0;0;0;0;0
20101100507;0,00000000000000e+00;0;0,00000000000000e+00;1,32026381999636e+02;0;0;0;0;0;0
20101100508;0,00000000000000e+00;0;0,00000000000000e+00;4,65641493982601e+01;0;0;0;0;0;0
20101100509;0,00000000000000e+00;0;0,00000000000000e+00;7,42591961414437e+01;0;0;0;0;0;0
20101100510;0,00000000000000e+00;0;0,00000000000000e+00;1,15299434533888e+00;0;0;0;0;0;0
20101100511;0,00000000000000e+00;0;0,00000000000000e+00;3,54922866219833e+00;0;0;0;0;0;0
20101100512;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100513;0,00000000000000e+00;0;0,00000000000000e+00;1,84444089042305e+00;0;0;0;0;0;0
20101100514;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100515;0,00000000000000e+00;0;0,00000000000000e+00;5,69285173753920e+01;0;0;0;0;0;0
20101100516;0,00000000000000e+00;0;0,00000000000000e+00;1,48100854610763e+02;0;0;0;0;0;0
20101100517;0,00000000000000e+00;0;0,00000000000000e+00;1,02826953636381e+02;0;0;0;0;0;0
20101100518;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100519;0,00000000000000e+00;0;0,00000000000000e+00;2,69400581733060e+02;0;0;0;0;0;0
20101100601;0,00000000000000e+00;0;0,00000000000000e+00;1,12275544652149e+02;0;0;0;0;0;0
20101100602;0,00000000000000e+00;0;0,00000000000000e+00;1,00868924524871e+02;0;0;0;0;0;0
20101100603;0,00000000000000e+00;0;0,00000000000000e+00;2,05018376823218e+02;0;0;0;0;0;0
20101100604;0,00000000000000e+00;0;0,00000000000000e+00;2,23544757415847e+02;0;0;0;0;0;0
20101100607;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100610;0,00000000000000e+00;0;0,00000000000000e+00;2,00920217925620e+02;0;0;0;0;0;0
20101100611;0,00000000000000e+00;0;0,00000000000000e+00;2,07475748688018e+02;0;0;0;0;0;0
20101100612;0,00000000000000e+00;0;0,00000000000000e+00;1,31288222860750e+02;0;0;0;0;0;0
20101100613;0,00000000000000e+00;0;0,00000000000000e+00;9,47992871787678e+01;0;0;0;0;0;0
20101100614;0,00000000000000e+00;0;0,00000000000000e+00;3,05395786877765e+01;0;0;0;0;0;0
20101100615;0,00000000000000e+00;0;0,00000000000000e+00;1,59074422646868e+02;0;0;0;0;0;0
20101100616;0,00000000000000e+00;0;0,00000000000000e+00;3,00851033416976e+01;0;0;0;0;0;0
20101100618;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100619;0,00000000000000e+00;0;0,00000000000000e+00;4,56334532246970e+00;0;0;0;0;0;0
20101100620;0,00000000000000e+00;0;0,00000000000000e+00;6,73938836603648e-01;0;0;0;0;0;0
20101100621;0,00000000000000e+00;0;0,00000000000000e+00;1,10809180487692e+01;0;0;0;0;0;0
20101100622;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100623;0,00000000000000e+00;0;0,00000000000000e+00;8,27196109350729e+01;0;0;0;0;0;0
20101100624;0,00000000000000e+00;0;0,00000000000000e+00;1,81173598980570e+01;0;0;0;0;0;0
20101100625;0,00000000000000e+00;0;0,00000000000000e+00;1,40879938766327e-01;0;0;0;0;0;0
20101100626;0,00000000000000e+00;0;0,00000000000000e+00;1,35273861048747e+02;0;0;0;0;0;0
20101100627;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100628;0,00000000000000e+00;0;0,00000000000000e+00;9,26105199107055e+01;0;0;0;0;0;0
20101100629;0,00000000000000e+00;0;0,00000000000000e+00;1,62385471337395e+02;0;0;0;0;0;0
20101100630;0,00000000000000e+00;0;0,00000000000000e+00;2,52598910172386e+00;0;0;0;0;0;0
20101100631;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100701;0,00000000000000e+00;0;0,00000000000000e+00;4,51940426629651e-02;0;0;0;0;0;0
20101100702;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100703;0,00000000000000e+00;0;0,00000000000000e+00;9,49631907037489e-02;0;0;0;0;0;0
20101100704;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100705;0,00000000000000e+00;0;0,00000000000000e+00;1,40893925973372e-02;0;0;0;0;0;0
20101100706;0,00000000000000e+00;0;0,00000000000000e+00;2,22949248803303e-01;0;0;0;0;0;0
20101100707;0,00000000000000e+00;0;0,00000000000000e+00;1,24026821238422e-02;0;0;0;0;0;0
20101100708;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100709;0,00000000000000e+00;0;0,00000000000000e+00;0,00000000000000e+00;0;0;0;0;0;0
20101100801;0,00000000000000e+00;0;0,00000000000000e+00;2,27650576763805e+02;0;0;0;0;0;0
20101100804;0,00000000000000e+00;0;0,00000000000000e+00;2,10886144527045e+02;0;0;0;0;0;0
20101100805;0,00000000000000e+00;0;0,00000000000000e+00;6,05838982832985e+02;0;0;0;0;0;0
20101100806;0,00000000000000e+00;0;0,00000000000000e+00;1,71674020527903e+02;0;0;0;0;0;0
20101100807;0,00000000000000e+00;0;0,00000000000000e+00;4,64466171827417e+02;0;0;0;0;0;0
20101100808;0,00000000000000e+00;0;0,00000000000000e+00;1,31726198131004e+02;0;0;0;0;0;0
20101100809;0,00000000000000e+00;0;0,00000000000000e+00;4,06949602245815e+02;0;0;0;0;0;0
20101100810;0,00000000000000e+00;0;0,00000000000000e+00;1,00808797427766e+02;0;0;0;0;0;0
20101100811;0,00000000000000e+00;0;0,00000000000000e+00;1,70709096551710e+02;0;0;0;0;0;0
20101100812;0,00000000000000e+00;0;0,00000000000000e+00;1,99175809960540e+02;0;0;0;0;0;0
20101100813;0,00000000000000e+00;0;0,00000000000000e+00;2,83284102978646e+02;0;0;0;0;0;0
